SensorID,Timestamp,ReadingValue
1,2020-01-13 00:00:00+00:00,161.37
1,2020-01-13 00:30:00+00:00,161.0
1,2020-01-13 01:00:00+00:00,165.01
1,2020-01-13 01:30:00+00:00,151.91
1,2020-01-13 02:00:00+00:00,147.14
1,2020-01-13 02:30:00+00:00,140.8
1,2020-01-13 03:00:00+00:00,140.33
1,2020-01-13 03:30:00+00:00,139.84
1,2020-01-13 04:00:00+00:00,147.9
1,2020-01-13 04:30:00+00:00,155.64
1,2020-01-13 05:00:00+00:00,155.44
1,2020-01-13 05:30:00+00:00,142.44
1,2020-01-13 06:00:00+00:00,155.0
1,2020-01-13 06:30:00+00:00,165.01
1,2020-01-13 07:00:00+00:00,160.6
1,2020-01-13 07:30:00+00:00,155.55
1,2020-01-13 08:00:00+00:00,165.01
1,2020-01-13 08:30:00+00:00,164.72
1,2020-01-13 09:00:00+00:00,164.89
1,2020-01-13 09:30:00+00:00,165.01
2,2020-01-13 10:00:00+00:00,163.86
2,2020-01-13 10:30:00+00:00,161.6
2,2020-01-13 11:00:00+00:00,161.63
2,2020-01-13 11:30:00+00:00,165.01
2,2020-01-13 12:00:00+00:00,165.01
2,2020-01-13 12:30:00+00:00,165.01
2,2020-01-13 13:00:00+00:00,165.01
2,2020-01-13 13:30:00+00:00,165.01
2,2020-01-13 14:00:00+00:00,165.01
2,2020-01-13 14:30:00+00:00,165.01
2,2020-01-13 15:00:00+00:00,165.01
2,2020-01-13 15:30:00+00:00,164.14
2,2020-01-13 16:00:00+00:00,161.76
2,2020-01-13 16:30:00+00:00,165.01
2,2020-01-13 17:00:00+00:00,132.66
2,2020-01-13 17:30:00+00:00,164.4
2,2020-01-13 18:00:00+00:00,187.46
2,2020-01-13 18:30:00+00:00,189.87
2,2020-01-13 19:00:00+00:00,187.46
2,2020-01-13 19:30:00+00:00,163.65
2,2020-01-13 20:00:00+00:00,166.92
2,2020-01-13 20:30:00+00:00,145.99
2,2020-01-13 21:00:00+00:00,185.0
2,2020-01-13 21:30:00+00:00,164.33
2,2020-01-13 22:00:00+00:00,165.01
